[2025-06-08T09:14:11.486Z] [INFO]: Launching Oracle Java SE Language Server with default system JDK and userdir /home/sammy/.config/Code/User/workspaceStorage/dd918b45ff2846cfdfc8919a1dd5fea0/Oracle.oracle-java/userdir
[2025-06-08T09:14:11.499Z] [INFO]: Language Client: Starting
[2025-06-08T09:14:11.500Z] [INFO]: LSP server launching: 3728
[2025-06-08T09:14:11.500Z] [INFO]: LSP server user directory: /home/sammy/.config/Code/User/workspaceStorage/dd918b45ff2846cfdfc8919a1dd5fea0/Oracle.oracle-java/userdir
Code Name                                          Version                                State    
org.netbeans.modules.gradle.test                   1.24                                   Enabled  
org.openide.execution                              9.30                                   Enabled  
org.netbeans.modules.htmlui                        1.12                                   Installed
org.netbeans.modules.classfile                     1.79                                   Enabled  
org.netbeans.spi.quicksearch                       1.54                                   Enabled  
org.netbeans.modules.java.guards                   0.58                                   Installed
org.openide.windows                                6.104                                  Enabled  
org.apache.commons.logging                         1.3.3                                  Enabled  
org.netbeans.modules.xml.multiview                 1.65.0.2                               Installed
org.netbeans.modules.sampler                       1.41                                   Enabled  
org.netbeans.modules.java.sourceui                 1.75.0.2.4.3.32.6                      Enabled  
org.netbeans.modules.gototest                      1.60                                   Enabled  
org.netbeans.modules.editor.deprecated.pre65format 1.58.0.1.6.23.55                       Enabled  
org.netbeans.modules.templates                     1.34                                   Enabled  
org.netbeans.modules.xml.xam                       1.59.0.1                               Enabled  
org.netbeans.modules.editor.errorstripe            2.61.0.1.1                             Enabled  
org.netbeans.modules.project.libraries.ui          1.79                                   Enabled  
org.netbeans.modules.projectapi                    1.99                                   Enabled  
org.eclipse.jgit                                   7.0.0                                  Installed
org.netbeans.modules.schema2beans                  1.74                                   Installed
org.netbeans.modules.javadoc                       1.82.0.2                               Installed
slf4j.api                                          1.7.36                                 Enabled  
org.openide.actions                                6.66                                   Enabled  
org.netbeans.modules.java.source                   0.192.0.32.4.3.6.1                     Enabled  
org.netbeans.modules.editor                        1.114.0.6.3.23.55                      Enabled  
org.openide.loaders                                7.97                                   Enabled  
org.apache.netbeans.l10n.ja                        0.0.1                                  Enabled  
org.netbeans.modules.versioning.core               1.58.0.1.42                            Installed
org.openide.nodes                                  7.72                                   Enabled  
org.netbeans.modules.java.debug                    1.65.0.1.3.6                           Enabled  
org.netbeans.modules.keyring.fallback              1.35                                   Enabled  
org.netbeans.swing.outline                         1.61                                   Enabled  
org.netbeans.modules.versioning                    1.74.0.1                               Installed
org.openide.io                                     1.76                                   Enabled  
org.netbeans.modules.projectuiapi.base             1.113.0.9                              Enabled  
org.netbeans.libs.antlr3.runtime                   1.48.0.1                               Enabled  
org.netbeans.modules.editor.codetemplates          1.71.0.1                               Enabled  
org.netbeans.api.xml                               1.71                                   Enabled  
org.netbeans.modules.java.testrunner               1.47                                   Enabled  
org.netbeans.modules.maven.junit                   1.62                                   Enabled  
org.netbeans.libs.testng                           1.41                                   Enabled  
org.netbeans.modules.j2ee.persistenceapi           1.63.0.1                               Enabled  
org.netbeans.modules.java.disco                    2.11                                   Enabled  
org.netbeans.libs.jsch.agentproxy                  1.11                                   Installed
org.netbeans.libs.asm                              5.30                                   Enabled  
org.netbeans.libs.flatlaf                          1.21                                   Enabled  
org.netbeans.modules.favorites                     1.73                                   Enabled  
org.netbeans.modules.gradle.persistence            1.23                                   Enabled  
org.netbeans.modules.maven.indexer.ui              2.61                                   Enabled  
org.netbeans.modules.db.metadata.model             1.38                                   Enabled  
org.netbeans.modules.options.keymap                1.64                                   Enabled  
org.netbeans.modules.project.spi.intern            1.30                                   Enabled  
org.netbeans.modules.project.indexingbridge        1.44                                   Enabled  
org.apache.commons.commons_io                      2.18                                   Enabled  
org.netbeans.libs.nbjavacapi                       21.5                                   Enabled  
org.netbeans.modules.queries                       1.70                                   Enabled  
org.netbeans.modules.libs.corba.omgapi             1.22                                   Enabled  
org.netbeans.modules.project.ant                   1.94                                   Enabled  
org.netbeans.modules.editor.mimelookup             1.67                                   Enabled  
org.netbeans.modules.editor.indent.project         1.49                                   Enabled  
org.netbeans.modules.java.lexer                    1.63                                   Enabled  
org.netbeans.spi.editor.hints                      1.69.0.8.55                            Enabled  
org.netbeans.modules.projectui                     1.86.0.8.9                             Enabled  
org.netbeans.spi.viewmodel                         1.78                                   Enabled  
org.netbeans.modules.web.indent                    1.47                                   Installed
org.netbeans.modules.javascript.cdtdebug           1.4.0.1                                Installed
org.netbeans.modules.progress.ui                   1.60                                   Enabled  
org.netbeans.modules.junitlib                      1.32                                   Enabled  
org.netbeans.modules.maven.junit.ui                1.32                                   Enabled  
org.netbeans.modules.lexer.antlr4                  1.9.0.1                                Enabled  
org.netbeans.modules.masterfs.ui                   2.30.0.2                               Enabled  
org.netbeans.modules.java.editor.base              2.92.0.1                               Enabled  
org.netbeans.core.multiview                        1.71                                   Enabled  
org.netbeans.modules.j2ee.eclipselinkmodelgen      1.59                                   Enabled  
org.netbeans.modules.code.analysis                 1.53                                   Enabled  
org.netbeans.modules.parsing.indexing              9.38.0.1.3.8                           Enabled  
org.netbeans.spi.debugger.ui                       2.85                                   Enabled  
org.netbeans.modules.java.project                  1.99                                   Enabled  
org.netbeans.modules.keyring.impl                  1.51                                   Enabled  
org.netbeans.libs.lucene                           3.46                                   Enabled  
org.netbeans.modules.java.api.common               1.150                                  Enabled  
org.openide.explorer                               6.89                                   Enabled  
org.netbeans.modules.j2ee.persistence              1.82.0.1                               Installed
org.netbeans.modules.whitelist                     1.50                                   Enabled  
org.netbeans.modules.projectapi.nb                 1.31                                   Enabled  
org.openide.filesystems.compat8                    9.36                                   Enabled  
org.netbeans.modules.project.libraries             1.80                                   Enabled  
org.netbeans.modules.java.project.ui               1.102                                  Enabled  
libs.c.kohlschutter.junixsocket                    3.9                                    Installed
org.netbeans.modules.maven.embedder                2.82                                   Enabled  
org.netbeans.core.osgi                             1.49                                   Installed
org.netbeans.modules.java.hints.declarative        1.47.0.1.17.13                         Enabled  
org.netbeans.modules.netbinox                      1.68                                   Enabled  
org.netbeans.modules.editor.structure              1.74.0.1                               Enabled  
org.netbeans.modules.parsing.lucene                2.63.0.1                               Enabled  
org.netbeans.modules.java.source.base              2.74.0.6.4.3.8.1                       Enabled  
org.netbeans.libs.graaljs                          1.28                                   Enabled  
org.netbeans.api.lsp                               1.31                                   Enabled  
org.netbeans.core.ui                               1.72                                   Enabled  
org.netbeans.modules.maven.model                   1.71                                   Enabled  
org.netbeans.modules.editor.bracesmatching         1.66.0.55                              Enabled  
org.apache.commons.lang3                           3.14.0                                 Enabled  
org.netbeans.core.startup.base                     1.89.0.1                               Enabled  
org.netbeans.modules.textmate.lexer                1.28.0.1                               Installed
org.netbeans.libs.json_simple                      0.39                                   Enabled  
org.netbeans.modules.maven.indexer                 2.67                                   Enabled  
org.netbeans.modules.project.dependency            1.12.0.1                               Enabled  
org.netbeans.libs.junit4                           1.45                                   Enabled  
org.netbeans.libs.junit5                           1.24                                   Installed
org.netbeans.libs.javacapi                         8.51.0.3                               Enabled  
org.netbeans.modules.defaults                      1.58                                   Enabled  
org.apache.xml.resolver                            1.58.0.12                              Enabled  
org.netbeans.modules.autoupdate.services           1.83                                   Enabled  
org.netbeans.modules.editor.settings.lib           1.78.0.1                               Enabled  
org.netbeans.modules.debugger.jpda.truffle         1.24                                   Enabled  
org.netbeans.modules.extexecution.process          1.55                                   Enabled  
org.netbeans.modules.xml.catalog                   3.31.0.4                               Enabled  
org.netbeans.modules.java.source.ant               1.58.0.1.6                             Enabled  
org.netbeans.core.network                          1.39                                   Enabled  
org.netbeans.spi.debugger.jpda.ui                  3.30                                   Enabled  
org.netbeans.modules.lexer.nbbridge                1.59.0.1                               Enabled  
org.netbeans.api.search                            1.48                                   Enabled  
org.netbeans.modules.java.platform.ui              1.69                                   Enabled  
org.openide.filesystems.nb                         9.37                                   Enabled  
org.netbeans.modules.keyring                       1.51                                   Enabled  
org.netbeans.api.templates                         1.35                                   Enabled  
org.netbeans.modules.csl.api                       2.85.0.2.1.1.8.1                       Enabled  
org.netbeans.modules.javaee.injection              1.33                                   Enabled  
org.netbeans.spi.palette                           1.73                                   Installed
org.netbeans.swing.laf.flatlaf                     1.20                                   Enabled  
org.netbeans.libs.truffleapi                       1.28                                   Enabled  
org.netbeans.modules.autoupdate.cli                1.41                                   Enabled  
org.netbeans.spi.navigator                         1.65                                   Enabled  
org.netbeans.modules.properties.syntax             1.77                                   Enabled  
org.netbeans.modules.parsing.nb                    1.31.0.8.1                             Enabled  
org.netbeans.modules.janitor                       1.20                                   Installed
org.eclipse.jgit.lfs                               7.0.0                                  Installed
org.netbeans.modules.templatesui                   1.30                                   Installed
org.eclipse.jgit.gpg.bc                            7.0.0                                  Installed
org.netbeans.spi.java.hints                        1.61.0.13.4.3.32.6.8                   Enabled  
org.netbeans.modules.web.common.ui                 1.28                                   Installed
org.netbeans.bootstrap                             2.106                                  Enabled  
org.netbeans.modules.debugger.jpda                 1.136.0.80                             Enabled  
org.netbeans.modules.refactoring.java              1.89.0.1.3                             Enabled  
org.netbeans.modules.java.source.queries           1.45                                   Installed
org.netbeans.modules.properties                    1.82                                   Enabled  
org.netbeans.modules.print                         7.53                                   Enabled  
org.netbeans.modules.j2ee.metadata.model.support   1.58                                   Enabled  
org.netbeans.modules.debugger.jpda.ui              1.81                                   Enabled  
org.netbeans.libs.freemarker                       2.61.0.239                             Enabled  
org.openide.util                                   9.35                                   Enabled  
org.netbeans.modules.spi.actions                   1.55                                   Installed
org.netbeans.core.ide                              1.68                                   Enabled  
org.netbeans.modules.editor.breadcrumbs            1.44                                   Enabled  
org.netbeans.modules.editor.indent                 1.70                                   Enabled  
org.netbeans.modules.java.preprocessorbridge       1.76.0.1                               Enabled  
org.netbeans.modules.editor.actions                1.58.0.55                              Enabled  
org.apache.commons.codec                           1.17.1                                 Enabled  
org.netbeans.api.debugger.jpda                     3.37                                   Enabled  
org.netbeans.core.io.ui                            1.57                                   Enabled  
org.netbeans.html.xhr4j                            1.8.1                                  Enabled  
org.netbeans.api.progress.compat8                  1.74                                   Installed
org.openide.dialogs                                7.74                                   Enabled  
org.netbeans.modules.xml.jaxb.api                  1.53                                   Installed
org.netbeans.modules.junit                         2.101                                  Enabled  
org.netbeans.modules.projectuiapi                  1.116.0.8                              Enabled  
org.netbeans.modules.gradle                        2.45.0.1                               Enabled  
org.netbeans.modules.javascript.cdtdebug.ui        1.4.0.1                                Installed
org.netbeans.modules.gsf.testrunner.ui             1.42.0.1                               Enabled  
org.openide.awt                                    7.95                                   Enabled  
org.netbeans.modules.j2ee.metadata                 1.59                                   Enabled  
org.netbeans.modules.gradle.editor                 1.9                                    Enabled  
org.netbeans.modules.java.j2seplatform             1.70                                   Enabled  
org.netbeans.modules.debugger.jpda.projects        1.67                                   Enabled  
org.netbeans.modules.java.lsp.server               2.11.0.1.2.12.1.17.32.6.2.8.1.8.1.1.13 Enabled  
org.netbeans.modules.editor.settings               1.84                                   Enabled  
org.netbeans.api.io                                1.30                                   Enabled  
org.netbeans.api.intent                            1.29                                   Enabled  
org.netbeans.modules.java.testrunner.ui            1.31                                   Enabled  
org.netbeans.modules.testng                        2.47                                   Enabled  
org.netbeans.api.progress.nb                       1.75                                   Enabled  
com.google.gson                                    2.11.0                                 Enabled  
org.netbeans.modules.java.completion               2.13.0.2                               Enabled  
org.netbeans.modules.xml.text                      1.86.0.1                               Enabled  
org.netbeans.modules.options.editor                1.88                                   Enabled  
org.netbeans.api.progress                          1.75                                   Enabled  
org.openide.util.ui                                9.36                                   Enabled  
org.netbeans.modules.junit.ui                      1.34                                   Enabled  
org.netbeans.modules.editor.fold                   1.72                                   Enabled  
org.netbeans.modules.java.source.queriesimpl       1.44                                   Installed
com.google.guava.failureaccess                     1.0.2                                  Installed
org.netbeans.modules.maven.hints                   1.67                                   Enabled  
org.netbeans.modules.editor.fold.nbui              1.39.0.55                              Enabled  
org.openide.util.ui.svg                            1.21                                   Enabled  
org.netbeans.modules.editor.completion             1.72.0.2                               Enabled  
org.openide.text                                   6.96                                   Enabled  
org.netbeans.modules.jumpto                        1.82.0.1                               Enabled  
org.netbeans.modules.java.nativeimage.debugger     0.17                                   Enabled  
org.netbeans.modules.xml.core                      1.70.0.4                               Enabled  
org.netbeans.modules.xml.lexer                     1.57                                   Enabled  
org.netbeans.libs.osgi                             1.49                                   Enabled  
org.apache.tools.ant.module                        3.111.0.2                              Enabled  
org.netbeans.modules.java.mx.project               1.16                                   Enabled  
net.java.html.json                                 1.8.1                                  Enabled  
org.netbeans.core.startup                          1.90.0.1                               Enabled  
org.netbeans.modules.diff                          1.78.0.42.1                            Enabled  
org.netbeans.modules.lexer                         1.90.0.1                               Enabled  
org.netbeans.api.java.classpath                    1.81                                   Enabled  
org.netbeans.libs.jcodings                         1.0.58                                 Installed
org.netbeans.libs.commons_compress                 0.33.0.181                             Enabled  
org.netbeans.core.execution                        1.69                                   Enabled  
org.netbeans.modules.java.platform                 1.69                                   Enabled  
org.netbeans.libs.javax.inject                     2.62                                   Enabled  
org.netbeans.modules.updatecenters                 1.67                                   Enabled  
org.netbeans.modules.swing.validation              1.59                                   Enabled  
org.netbeans.modules.java.hints.legacy.spi         1.44.0.1.13                            Enabled  
org.netbeans.core                                  3.78                                   Enabled  
org.netbeans.swing.laf.dark                        2.22.0.2                               Installed
org.netbeans.modules.sendopts                      2.63                                   Enabled  
org.netbeans.modules.java.hints                    1.110.0.17.3.12.1.1.32.6.1.1.13        Enabled  
net.java.html.boot                                 1.8.1                                  Enabled  
net.java.html.boot.script                          1.8.1                                  Installed
org.netbeans.modules.java.editor                   2.95.0.12.1.1.1                        Enabled  
org.netbeans.modules.java.file.launcher            1.4                                    Enabled  
org.netbeans.modules.editor.util                   1.92                                   Enabled  
org.eclipse.jgit.ssh.jsch                          7.0.0                                  Installed
org.netbeans.modules.gradle.dists                  1.15                                   Enabled  
org.netbeans.libs.antlr4.runtime                   1.28.0.1                               Enabled  
com.google.guava                                   33.2.1                                 Installed
org.netbeans.libs.graalsdk                         1.28                                   Enabled  
org.netbeans.api.maven                             1.33                                   Installed
org.netbeans.modules.settings                      1.76                                   Enabled  
org.netbeans.modules.editor.errorstripe.api        2.59.0.1                               Enabled  
org.netbeans.modules.masterfs                      2.82.0.2                               Enabled  
slf4j.jdk14                                        1.7.36                                 Enabled  
net.java.html                                      1.8.1                                  Enabled  
org.netbeans.libs.tomljava                         1.3                                    Installed
org.netbeans.modules.db                            1.96.0.30                              Enabled  
org.netbeans.modules.editor.lib                    4.34.0.23.3.55                         Enabled  
org.netbeans.libs.jsvg                             1.22.0.1                               Enabled  
org.netbeans.modules.editor.mimelookup.impl        1.59                                   Enabled  
org.openide.filesystems                            9.40                                   Enabled  
org.netbeans.modules.editor.indent.support         1.69                                   Enabled  
org.netbeans.api.scripting                         1.24                                   Enabled  
org.netbeans.modules.libs.gradle                   8.11                                   Enabled  
org.netbeans.libs.flexmark                         1.20                                   Enabled  
org.netbeans.modules.extexecution.base             1.33                                   Enabled  
org.netbeans.api.htmlui                            1.35                                   Enabled  
org.netbeans.swing.tabcontrol                      1.84                                   Enabled  
org.netbeans.modules.editor.tools.storage          1.35                                   Enabled  
org.netbeans.modules.j2ee.core.utilities           1.61                                   Installed
org.netbeans.modules.gsf.testrunner                2.39                                   Enabled  
org.netbeans.api.dashboard                         0.4                                    Enabled  
org.netbeans.libs.jna                              2.22                                   Enabled  
org.netbeans.modules.j2ee.eclipselink              1.59                                   Installed
org.netbeans.html.ko4j                             1.8.1                                  Enabled  
org.netbeans.modules.gradle.java                   1.30.0.1.1                             Enabled  
org.netbeans.modules.editor.lib2                   2.47.0.55.3                            Enabled  
com.googlecode.javaewah.JavaEWAH                   1.2.3                                  Installed
org.netbeans.modules.javahelp                      2.68                                   Enabled  
org.netbeans.modules.parsing.api                   9.34.0.8                               Enabled  
org.netbeans.api.debugger                          1.82                                   Enabled  
-------------------------------------------------- -------------------------------------- ---------
[2025-06-08T09:14:16.831Z] [INFO]: Language Client: Ready
[2025-06-08T09:14:17.517Z] [INFO]: Project runtime JDK unset, defaults to NBLS JDK
